"title","address","info","totalPrice","totalSellCount","unitPrice"
"阳照胡同","东城
       建国门内 
              /板楼
                  / 1990年建成","共20个户型
        |
            30天成交0套
      |0套正在出租","100733元/m2","0套",""
"工体北路","东城
       工体 
              /塔楼/平房
                  / 1988年建成","30天成交0套
      |1套正在出租","100733元/m2","1套",""
"宝钞苑","东城
       安定门 
              /板楼
                  / 1999年建成","30天成交0套
      |0套正在出租","100756元/m2","1套",""
"前门前","东城
       天坛 
              /塔楼/板楼/塔板结合
                  / 2000年建成","30天成交0套
      |2套正在出租","100943元/m2","5套",""
"东四块玉南街4号院","东城
       左安门 
              /板楼
                  / 1985年建成","30天成交0套
      |0套正在出租","100957元/m2","0套",""
"安化南里","东城
       广渠门 
              /塔楼/板楼
                  / 1980年建成","30天成交2套
      |0套正在出租","100971元/m2","5套",""
"大龙公寓","东城
       安贞 
              /塔楼
                  / 1998年建成","30天成交0套
      |0套正在出租","101059元/m2","1套",""
"东堂子胡同57号院","东城
       建国门内 
              /板楼
                  / 1988年建成","30天成交0套
      |0套正在出租","101279元/m2","0套",""
"东堂子胡同","东城
       建国门内 
              /板楼/平房
                  / 1955年建成","30天成交0套
      |0套正在出租","101498元/m2","7套",""
"西水井胡同","东城
       朝阳门内 
              /板楼/塔板结合/平房
                  / 1960年建成","共82个户型
        |
            30天成交1套
      |2套正在出租","101561元/m2","6套",""
"前永康二巷","东城
       东直门 
              /板楼/平房
                  / 1970年建成","30天成交0套
      |0套正在出租","101591元/m2","0套",""
"东方财富","东城
       广渠门 
              /塔楼
                  / 2004年建成","30天成交0套
      |4套正在出租","101681元/m2","10套",""
"广渠门内大街","东城
       广渠门 
              /塔楼/板楼/塔板结合
                  / 1960年建成","30天成交0套
      |3套正在出租","101714元/m2","4套",""
"海运仓胡同3号院","东城
       东直门 
              /塔楼/板楼
                  / 1975年建成","30天成交0套
      |2套正在出租","101823元/m2","4套",""
"花市枣苑一期","东城
       东花市 
              /塔楼
                  / 2001年建成","30天成交0套
      |2套正在出租","101844元/m2","13套",""
"朗家胡同13号院","东城
       安定门 
              /板楼
                  / 1990年建成","30天成交0套
      |1套正在出租","101875元/m2","0套",""
"忠实里","东城
       广渠门 
              /塔楼/塔板结合
                  / 1980年建成","30天成交0套
      |7套正在出租","101881元/m2","5套",""
"体育馆路12号","东城
       左安门 
              /塔楼
                  / 1970年建成","30天成交0套
      |1套正在出租","101933元/m2","1套",""
"西打磨厂街","东城
       崇文门 
              /板楼
                  / 1970年建成","30天成交0套
      |0套正在出租","101945元/m2","1套",""
"东交民巷30号院","东城
       前门 
              /塔板结合
                  / 1990年建成","30天成交0套
      |0套正在出租","101949元/m2","0套",""
"冠城名敦道B区","东城
       广渠门 
              /板楼
                  / 2009年建成","共51个户型
        |
            30天成交2套
      |4套正在出租","101982元/m2","2套",""
"胡家园26号院","东城
       东直门 
              /板楼
                  / 1996年建成","30天成交0套
      |0套正在出租","102018元/m2","3套",""
"富贵园二区","东城
       东花市 
              /塔楼
                  / 2003年建成","共80个户型
        |
            30天成交1套
      |4套正在出租","102174元/m2","4套",""
"香河园北里","东城
       东直门 
              /板楼/塔板结合
                  / 1984年建成","30天成交0套
      |2套正在出租","102565元/m2","10套",""
"抽屉胡同","东城
       建国门外 
              /塔楼/板楼/平房
                  / 1960年建成","30天成交0套
      |0套正在出租","102582元/m2","3套",""
"西香河园","东城
       东直门 
              /板楼
                  / 1979年建成","30天成交0套
      |0套正在出租","102592元/m2","3套",""
"奋章胡同","东城
       崇文门 
              /板楼
                  / 1999年建成","30天成交0套
      |0套正在出租","102609元/m2","0套",""
"营房西街","东城
       崇文门 
              /板楼/塔板结合
                  / 1983年建成","30天成交0套
      |1套正在出租","102647元/m2","2套",""
"东直门北大街","东城
       东直门 
              /塔楼/塔板结合
                  / 1987年建成","30天成交0套
      |3套正在出租","102803元/m2","7套",""
"什锦花园胡同22号院","东城
       东四 
              /板楼
                  / 1989年建成","30天成交0套
      |0套正在出租","102838元/m2","0套",""
"东晓市街","东城
       天坛 
              /板楼/平房
                  / 1945年建成","30天成交0套
      |0套正在出租","102892元/m2","2套",""
"建国门北大街","东城
       建国门内 
              /塔楼
                  / 1988年建成","30天成交0套
      |2套正在出租","103001元/m2","3套",""
"东营房九条","东城
       朝阳门外 
              /板楼
                  / 1978年建成","30天成交1套
      |0套正在出租","103232元/m2","0套",""
"船板胡同","东城
       建国门外 
              /平房
                  / 1960年建成","30天成交0套
      |0套正在出租","103448元/m2","0套",""
"本家润园三期","东城
       东花市 
              /塔楼/塔板结合
                  / 2003年建成","30天成交3套
      |12套正在出租","103503元/m2","17套",""
"培新街乙5号院","东城
       广渠门 
              /塔楼/板楼
                  / 1999年建成","30天成交2套
      |1套正在出租","103624元/m2","5套",""
"东城逸墅","东城
       工体 
              /塔板结合
                  / 2008年建成","30天成交0套
      |2套正在出租","103635元/m2","1套",""
"郎家胡同","东城
       安定门 
              /平房
                  / 1950年建成","30天成交0套
      |0套正在出租","103670元/m2","0套",""
"天娇园","东城
       东花市 
              /板楼/塔板结合
                  / 2007年建成","30天成交0套
      |1套正在出租","103717元/m2","4套",""
